"","Countryname","Country","H_HIS_Score","H_HIS_Score_norm","H_Oxrollback_score","H_Oxrollback_score_norm","H_Covidgrowth_biweeklydeaths","H_Covidgrowth_biweeklycases","H_Covidgrowth_deathsnorm","H_Covidgrowth_casesnorm","H_new_cases_smoothed_per_million","H_new_deaths_smoothed_per_million","H_new_cases_smoothed_per_million_norm","H_new_deaths_smoothed_per_million_norm","H_Date","H_GovernmentResponseIndex","H_GovernmentResponseIndexForDisplay","H_EconomicSupportIndex","H_EconomicSupportIndexForDisplay","H_ContainmentHealthIndex","H_ContainmentHealthIndexForDisplay","H_E1_Income.support","H_E1_Flag","H_GovernmentResponseIndexForDisplay_norm","H_EconomicSupportIndexForDisplay_norm","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","H_INFORM_rating.Value_norm","H_wmo_don_alert","H_health_acaps"
"169","Kuwait","KWT",46.1,4.78,0.7370482417355,8.12898035591836,-15.4725658215419,-35.411289025031,0,0,225.33,1.84,9.0132,3.68,20210727,NA,57.6,NA,37.5,NA,60.48,NA,NA,3.44615384615385,6.25,3.9,NA,"517.3","High","80","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","0.7 %","Medium","NO DATA",NA,"2.3 %","Low","Academic break","Low","NO DATA",NA,"100.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",4.75,0,0
"170","Lao PDR","LAO",43.1,5.38,0.238039644665405,0.67550450167796,0.01,0.01,0.000666666666667481,0.000666666666667481,28.373,0,1.13492,0,20210727,NA,62.55,NA,87.5,NA,58.99,NA,NA,2.68461538461539,1.25,4.6,NA,"13.0","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","-0.4 %","Medium","NO DATA",NA,"5.1 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"1.0","Low","1.7","Low","2.4","Medium","No hotspot","Low","NO CRISIS","Low",6.5,0,0
"171","Lebanon","LBN",43.1,5.38,1,10,-47.7776460827308,106.424483664093,0,7.0949655776062,93.892,0.167,3.75568,0.334,20210727,NA,64.38,NA,25,NA,70,NA,NA,2.40307692307692,7.5,5,NA,"81.7","Medium","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-25.0 %","High","NO DATA",NA,"88.2 %","High","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-42.11%","Low","0.0","Low","0.0","Low","0.8","Low","NO DATA",NA,"High","High",7.5,0,0
"172","Liberia","LBR",35.1,6.98,0.337301587301587,2.1581372599666,-74.6625177321192,-85.1770392599082,0,0,0,0,0,0,20210727,NA,55.83,NA,12.5,NA,62.02,NA,NA,3.71846153846154,8.75,6.2,NA,"17.3","Low","-999","High","Screening","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","-3.0 %","High","NO DATA",NA,"10.9 %","High","Fully open","Low","939,381","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-100.00%","Low","6.2","Medium","0.0","Low","0.0","Low","No hotspot","Low","NO CRISIS","Low",10,0,0
"173","Libya","LBY",25.7,8.86,0.65232535895112,6.86351125409783,205.139624340541,83.4851388528257,10,5.56567592352171,250.338,2.058,10,4.116,20210727,NA,55.31,NA,0,NA,63.21,NA,NA,3.79846153846154,10,4.3,NA,"423.4","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","131.0 %","Low","NO DATA",NA,"18.2 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","366.67%","High","0.0","Low","0.0","Low","0.0","Low","No hotspot","Low","Medium","Medium",5.75,0,0
"174","Saint Lucia","LCA",35.3,6.94,NA,NA,7.6923076923077,-22.7425216447392,0.512820512820515,0,37.342,0.778,1.49368,1.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,"84.4","Medium","80","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-18.9 %","High","NO DATA",NA,"-1.8 %","Medium","Academic break","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","1.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low",4.75,0,0
"175","Liechtenstein","LIE",43.5,5.3,0.42888888888889,3.52613722017591,0.01,0.01,0.000666666666667481,0.000666666666667481,26.221,0,1.04884,0,20210727,NA,56.35,NA,62.5,NA,55.48,NA,NA,3.63846153846154,3.75,1.9,NA,"56.8","Medium","80","Medium","NO DATA",NA,"NO DATA",NA,"Recommend not leaving house","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"Academic break","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",0,0,0
"176","Sri Lanka","LKA",33.9,7.22,0.447241592058589,3.80026361947756,13.4272505154546,9.64529819836711,0.895150034363636,0.64301987989114,78.469,2.135,3.13876,4.27,20210727,NA,79.69,NA,50,NA,83.93,NA,NA,0.0476923076923086,5,4.3,NA,"90.1","Medium","20","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","Recommend not leaving house","Medium","No income support","High","2","Low","-3.6 %","High","5.8 %","Medium","4.6 %","Medium","Closed due to COVID-19","High","NO DATA",NA,"787.50%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","3.5","Medium","No hotspot","Low","NO CRISIS","Low",5.75,0,0
"177","Lesotho","LSO",30.2,7.96,0.292142857142858,1.48362081511472,402.5128388213,86.118330181464,10,5.7412220120976,32.142,1.6,1.28568,3.2,20210727,NA,54.17,NA,0,NA,61.9,NA,NA,3.97384615384615,10,6,NA,"38.7","Medium","-999","High","Total border closure","Low","Recommend closing (or significantly reduce volume/route ...","Medium","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","3.5 %","Low","NO DATA",NA,"4.9 %","Medium","Academic break","Low","374,195","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","3.7","Medium","No hotspot","Low","High","High",10,0,0
"178","Lithuania","LTU",55,3,0.882696120570234,10,-51.5487235334771,229.246198417745,0,10,65.596,0.315,2.62384,0.630000000000001,20210727,NA,55.21,NA,100,NA,48.81,NA,NA,3.81384615384615,0,2.8,NA,"34.5","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","3.2 %","Low","8.9 %","Medium","1.5 %","Low","Academic break","Low","NO DATA",NA,"-50.00%","Low","Public officials urging caution about COVID-19","Medium","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","2.1","Medium","NO DATA",NA,"NO CRISIS","Low",2,0,0
"179","Luxembourg","LUX",43.8,5.24,0.697767503922841,7.54226094358271,223.076923076923,-26.3425587725333,10,0,129.17,0.228,5.1668,0.456,20210727,NA,57.29,NA,62.5,NA,56.55,NA,NA,3.49384615384615,3.75,3.2,NA,"276.0","High","80","Medium","Ban on high-risk regions","Medium","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-1.3 %","High","6.7 %","Medium","0.0 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",3,0,0
"180","Latvia","LVA",62.9,1.42,0.864632392022289,10,-56.924431287759,-10.2853531569567,0,0,24.236,0.454,0.969439999999999,0.907999999999999,20210727,NA,40.1,NA,0,NA,45.83,NA,NA,6.13846153846154,10,3.4,NA,"27.7","Medium","80","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","3.9 %","Low","8.2 %","Medium","0.1 %","Low","Academic break","Low","NO DATA",NA,"100.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low",3.5,0,0
"181","Morocco","MAR",43.7,5.26,0.539865252700226,5.18374322719827,125.964641310643,172.091553599275,8.3976427540429,10,87.826,0.561,3.51304,1.122,20210727,NA,57.71,NA,12.5,NA,64.17,NA,NA,3.42923076923077,8.75,4.3,NA,"62.5","Medium","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-7.0 %","High","11.9 %","Medium","0.6 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-100.00%","Low","0.0","Low","0.0","Low","1.6","Low","No hotspot","Low","NO CRISIS","Low",5.75,0,0
"182","Moldova Republic of","MDA",42.9,5.42,0.922375021003542,10,45.1505016722408,31.8329772204829,3.01003344481605,2.12219848136553,25.002,0.637,1.00008,1.274,20210727,NA,58.44,NA,37.5,NA,61.43,NA,NA,3.31692307692308,6.25,4.4,NA,"25.7","Medium","80","Medium","Screening","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","4.5 %","Low","5.5 %","Medium","3.0 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","0.00%","Medium","5.6","Medium","0.0","Low","5.4","Medium","NO DATA",NA,"NO CRISIS","Low",6,0,0
"183","Madagascar","MDG",40.1,5.98,0.230086247598925,0.556708045379898,-65.7774759918518,-42.1485670372629,0,0,0.315,0.015,0.0126000000000008,0.0299999999999994,20210727,NA,51.56,NA,0,NA,58.93,NA,NA,4.37538461538462,10,6.2,NA,"0.5","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","3.2 %","Low","NO DATA",NA,"5.4 %","High","Partially open","Medium","1,348,769","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","0.00%","Medium","0.0","Low","0.0","Low","4.0","Medium","Hotspot","High","High","High",10,0,0
"184","Maldives","MDV",33.8,7.24,NA,NA,34.6153846153846,-2.35546723360275,2.30769230769231,0,219.092,0.793,8.76368,1.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"282.7","High","80","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"18.9 %","Low","NO DATA",NA,"1.6 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",5,0,0
"185","Mexico","MEX",57.6,2.48,0.649257991554003,6.817695312319,44.4372283959526,76.1326630757379,2.96248189306351,5.07551087171586,99.713,2.356,3.98852,4.712,20210727,NA,50.26,NA,25,NA,53.87,NA,NA,4.57538461538462,7.5,3.7,NA,"95.1","Medium","61","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","1","Medium","-8.2 %","High","3.6 %","Low","3.5 %","Medium","Partially open","Medium","NO DATA",NA,"-57.53%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","3.21%","Medium","1.9","Low","2.3","Medium","3.7","Medium","NO DATA",NA,"NO CRISIS","Low",4.25,0,0
"186","Marshall Islands","MHL",18.2,10,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,"0.0","Low","-999","High","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-3.3 %","High","NO DATA",NA,"0.6 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.2","Low","3.4","Medium","NO DATA",NA,"NO CRISIS","Low",8.5,0,0
"187","North Macedonia","MKD",39.1,6.18,NA,NA,43.5897435897436,100.872885979269,2.90598290598291,6.72485906528459,10.628,0.274,0.42512,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,"10.4","Low","80","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"3.8 %","Low","16.3 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"0.00%","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.0","Low","0.0","Low","0.8","Low","NO DATA",NA,"NO CRISIS","Low",4.25,0,0
"188","Mali","MLI",29,8.2,0.335729950787858,2.13466240427172,7.69230769230769,0.948766603415559,0.512820512820515,0.06325110689437,0.233,0.007,0.00932000000000066,0.0139999999999993,20210727,NA,48.02,NA,0,NA,54.88,NA,NA,4.92,10,5.7,NA,"0.3","Low","-999","High","Screening","Medium","No measures","High","Recommend not leaving house","Medium","No income support","High","0","High","-2.0 %","High","NO DATA",NA,"1.7 %","Low","Fully open","Low","866,995","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-15.31%","Medium","2.5","Medium","0.0","Low","5.0","Medium","No hotspot","Low","High","High",9.25,0,0
"189","Malta","MLT",37.3,6.54,1,10,0.01,0.01,0.000666666666667481,0.000666666666667481,370.781,0.324,10,0.648,20210727,NA,59.9,NA,62.5,NA,59.52,NA,NA,3.09230769230769,3.75,4.1,NA,"379.4","High","53","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","4.7 %","Low","4.3 %","Low","1.1 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",5.25,0,0
"190","Myanmar","MMR",43.4,5.32,0.186232526040507,0,422.101866520135,72.2081073186115,10,4.81387382124076,103.566,5.845,4.14264,10,20210727,NA,66.82,NA,75,NA,65.65,NA,NA,2.02769230769231,2.5,4.8,NA,"117.8","Medium","-999","High","Total border closure","Low","Recommend closing (or significantly reduce volume/route ...","Medium","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","3.2 %","Low","4.0 %","Low","5.0 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","-27.33%","Low","7.7","High","3.2","Medium","0.8","Low","No hotspot","Low","High","High",7,0,0
"191","Montenegro","MNE",43.7,5.26,NA,NA,-41.259300252106,156.375306446045,0,10,117.595,0.91,4.7038,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,"58.4","Medium","80","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"9.0 %","Low","NO DATA",NA,"-0.2 %","Medium","Academic break","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",4.25,0,0
"192","Mongolia","MNG",49.5,4.1,0.26454246031746,1.07136561046809,-45.1175109734392,-38.371264715509,0,0,416.157,1.83,10,3.66,20210727,NA,60.21,NA,50,NA,61.67,NA,NA,3.04461538461538,5,3.7,NA,"929.2","High","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","5.0 %","Low","7.5 %","Medium","3.7 %","Medium","Academic break","Low","NO DATA",NA,"100.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-100.00%","Low","4.3","Medium","0.0","Low","5.4","Medium","NO DATA",NA,"NO CRISIS","Low",4.25,0,0
"193","Mozambique","MOZ",28.1,8.38,0.503725207221651,4.64393497955025,124.549918166939,33.0350156684898,8.30332787779596,2.20233437789932,49.994,0.772,1.99976,1.544,20210727,NA,51.67,NA,0,NA,59.05,NA,NA,4.35846153846154,10,6.2,NA,"61.6","Medium","-999","High","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","No income support","High","0","High","2.1 %","Low","NO DATA",NA,"5.3 %","High","Fully open","Low","2,914,056","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","4.00%","Medium","0.4","Low","0.0","Low","4.7","Medium","Hotspot","High","High","High",10,0,0
"194","Mauritania","MRT",27.5,8.5,0.415277305920886,3.32282688527249,402.619757503478,96.3641262020924,10,6.42427508013949,38.559,0.83,1.54236,1.66,20210727,NA,42.29,NA,0,NA,48.33,NA,NA,5.80153846153846,10,5.8,NA,"30.8","Medium","-999","High","Screening","Medium","No measures","High","Recommend not leaving house","Medium","No income support","High","0","High","3.1 %","Low","NO DATA",NA,"2.3 %","Low","Fully open","Low","216,835","Medium","0.00%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.1","Low","0.0","Low","7.9","High","No hotspot","Low","Medium","Medium",9.5,0,0
"195","Mauritius","MUS",34.9,7.02,0.202249319727891,0.14091987868056,0.01,0.01,0.000666666666667481,0.000666666666667481,140.412,0,5.61648,0,20210727,NA,62.81,NA,75,NA,61.07,NA,NA,2.64461538461538,2.5,3.7,NA,"43.3","Medium","-999","High","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-15.8 %","High","10.9 %","Medium","2.5 %","Low","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.1","Low","0.0","Low","0.3","Low","NO DATA",NA,"NO CRISIS","Low",4.25,0,0
"196","Malawi","MWI",28,8.4,0.702980768499512,7.62012922455448,282.984447246742,142.258167570122,10,9.48387783800816,38.772,1.202,1.55088,2.404,20210727,NA,57.29,NA,50,NA,58.33,NA,NA,3.49384615384615,5,5.7,NA,"34.2","Medium","-999","High","Screening","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","0.6 %","Medium","NO DATA",NA,"9.5 %","High","Fully open","Low","2,549,703","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","4.4","Medium","No hotspot","Low","High","High",9.25,0,0
"197","Malaysia","MYS",62.2,1.56,0.402574385486372,3.13308885011057,53.1505043848532,68.0207466002906,3.54336695899022,4.53471644001937,443.239,4.648,10,9.296,20210727,NA,80,NA,75,NA,80.71,NA,NA,0,2.5,3.2,NA,"460.0","High","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-5.6 %","High","3.8 %","Low","-1.1 %","Medium","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-50.00%","Low","0.9","Low","1.7","Low","2.4","Medium","NO DATA",NA,"Low","Medium",3,0,0
"198","Namibia","NAM",35.6,6.88,0.654965793998602,6.90295029179507,24.2215859280469,-55.1793464425638,1.61477239520313,0,232.762,16.979,9.31048,10,20210727,NA,67.29,NA,0,NA,76.9,NA,NA,1.95538461538461,10,5.1,NA,"647.7","High","65","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","2.6 %","Low","NO DATA",NA,"3.4 %","Medium","Fully open","Low","354,431","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","0.00%","Medium","0.0","Low","0.0","Low","3.9","Medium","No hotspot","Low","High","High",7.75,0,0
"199","Niger","NER",32.2,7.56,0.236968216093977,0.659501035938954,7.69230769230768,0.31797013007869,0.512820512820513,0.021198008671913,0.059,0.006,0.00235999999999947,0.0120000000000005,20210727,NA,31.46,NA,50,NA,28.81,NA,NA,7.46769230769231,5,6.2,NA,"0.3","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","No measures","High","No income support","High","2","Low","6.9 %","Low","NO DATA",NA,"2.8 %","Low","Fully open","Low","2,309,137","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","No contact tracing","High","-10.71%","Medium","6.5","Medium","0.0","Low","6.3","Medium","No hotspot","Low","High","High",10,0,0
"200","Nigeria","NGA",37.8,6.44,0.630656222967046,6.53984873047028,93.8461538461539,99.8562633255875,6.25641025641026,6.65708422170583,1.141,0.004,0.0456400000000006,0.00799999999999912,20210727,NA,45.62,NA,0,NA,52.14,NA,NA,5.28923076923077,10,5.9,NA,"0.8","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","-1.8 %","High","NO DATA",NA,"13.2 %","High","Fully open","Low","9,196,137","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","2.00%","Medium","4.3","Medium","0.0","Low","0.4","Low","No hotspot","Low","High","High",9.75,0,0
"201","Nicaragua","NIC",43.1,5.38,0.614642857142859,6.30066400255881,-46.1538461538462,-37.652268102601,0,0,7.354,0.022,0.294160000000002,0.0440000000000005,20210727,NA,11.04,NA,0,NA,12.62,NA,NA,10,10,4.6,NA,"8.9","Low","6","High","Screening","Medium","No measures","High","No measures","High","No income support","High","0","High","-3.0 %","High","8.1 %","Medium","3.7 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"No COVID-19 public information campaign","High","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","-33.33%","Low","1.5","Low","1.2","Low","3.8","Medium","No hotspot","Low","Low","Medium",6.5,0,0
