"","Countryname","Country","H_HIS_Score","H_HIS_Score_norm","H_Oxrollback_score","H_Oxrollback_score_norm","H_Covidgrowth_biweeklydeaths","H_Covidgrowth_biweeklycases","H_Covidgrowth_deathsnorm","H_Covidgrowth_casesnorm","H_new_cases_smoothed_per_million","H_new_deaths_smoothed_per_million","H_new_cases_smoothed_per_million_norm","H_new_deaths_smoothed_per_million_norm","H_Date","H_GovernmentResponseIndex","H_GovernmentResponseIndexForDisplay","H_EconomicSupportIndex","H_EconomicSupportIndexForDisplay","H_ContainmentHealthIndex","H_ContainmentHealthIndexForDisplay","H_E1_Income.support","H_E1_Flag","H_GovernmentResponseIndexForDisplay_norm","H_EconomicSupportIndexForDisplay_norm","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","H_INFORM_rating.Value_norm","H_wmo_don_alert","H_health_acaps"
"72","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"73","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"74","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"75","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"76","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"77","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"78","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"79","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"80","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"81","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"82","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"83","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"84","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"85","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"86","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"87","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"88","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"89","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"90","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"91","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"92","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"93","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"94","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"95","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"96","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"97","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"98","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"99","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"100","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"101","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.022,0,0.000880000000000436,0,20210721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","70.83%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
