"","Countryname","Country","H_HIS_Score","H_HIS_Score_norm","H_Oxrollback_score","H_Oxrollback_score_norm","H_Covidgrowth_biweeklydeaths","H_Covidgrowth_biweeklycases","H_Covidgrowth_deathsnorm","H_Covidgrowth_casesnorm","H_new_cases_smoothed_per_million","H_new_deaths_smoothed_per_million","H_new_cases_smoothed_per_million_norm","H_new_deaths_smoothed_per_million_norm","H_Date","H_GovernmentResponseIndex","H_GovernmentResponseIndexForDisplay","H_EconomicSupportIndex","H_EconomicSupportIndexForDisplay","H_ContainmentHealthIndex","H_ContainmentHealthIndexForDisplay","H_E1_Income.support","H_E1_Flag","H_GovernmentResponseIndexForDisplay_norm","H_EconomicSupportIndexForDisplay_norm","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","H_INFORM_rating.Value_norm","H_wmo_don_alert","H_health_acaps"
"56","Canada","CAN",75.3,0,0.463858661836217,4.04846561255541,-50.4970477138532,-25.1882270551015,0,0,10.746,0.174,0.42984,0.348000000000001,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"18.5","Low","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.4 %","High","9.6 %","Medium","1.7 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.2","Low","0.7","Low","2.3","Medium","NO DATA",NA,"NO CRISIS","Low",0,0,0
"57","Canada","CAN",75.3,0,0.463858661836217,4.04846561255541,-50.4970477138532,-25.1882270551015,0,0,10.746,0.174,0.42984,0.348000000000001,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"18.5","Low","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.4 %","High","9.6 %","Medium","1.7 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.2","Low","0.7","Low","2.3","Medium","NO DATA",NA,"NO CRISIS","Low",0,0,0
"58","Canada","CAN",75.3,0,0.463858661836217,4.04846561255541,-50.4970477138532,-25.1882270551015,0,0,10.746,0.174,0.42984,0.348000000000001,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"18.5","Low","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.4 %","High","9.6 %","Medium","1.7 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.2","Low","0.7","Low","2.3","Medium","NO DATA",NA,"NO CRISIS","Low",0,0,0
"59","Canada","CAN",75.3,0,0.463858661836217,4.04846561255541,-50.4970477138532,-25.1882270551015,0,0,10.746,0.174,0.42984,0.348000000000001,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"18.5","Low","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.4 %","High","9.6 %","Medium","1.7 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.2","Low","0.7","Low","2.3","Medium","NO DATA",NA,"NO CRISIS","Low",0,0,0
"60","Canada","CAN",75.3,0,0.463858661836217,4.04846561255541,-50.4970477138532,-25.1882270551015,0,0,10.746,0.174,0.42984,0.348000000000001,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"18.5","Low","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.4 %","High","9.6 %","Medium","1.7 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.2","Low","0.7","Low","2.3","Medium","NO DATA",NA,"NO CRISIS","Low",0,0,0
"61","Canada","CAN",75.3,0,0.463858661836217,4.04846561255541,-50.4970477138532,-25.1882270551015,0,0,10.746,0.174,0.42984,0.348000000000001,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"18.5","Low","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.4 %","High","9.6 %","Medium","1.7 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.2","Low","0.7","Low","2.3","Medium","NO DATA",NA,"NO CRISIS","Low",0,0,0
"62","Canada","CAN",75.3,0,0.463858661836217,4.04846561255541,-50.4970477138532,-25.1882270551015,0,0,10.746,0.174,0.42984,0.348000000000001,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"18.5","Low","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.4 %","High","9.6 %","Medium","1.7 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.2","Low","0.7","Low","2.3","Medium","NO DATA",NA,"NO CRISIS","Low",0,0,0
"63","Canada","CAN",75.3,0,0.463858661836217,4.04846561255541,-50.4970477138532,-25.1882270551015,0,0,10.746,0.174,0.42984,0.348000000000001,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"18.5","Low","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.4 %","High","9.6 %","Medium","1.7 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.2","Low","0.7","Low","2.3","Medium","NO DATA",NA,"NO CRISIS","Low",0,0,0
"64","Canada","CAN",75.3,0,0.463858661836217,4.04846561255541,-50.4970477138532,-25.1882270551015,0,0,10.746,0.174,0.42984,0.348000000000001,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"18.5","Low","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.4 %","High","9.6 %","Medium","1.7 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.2","Low","0.7","Low","2.3","Medium","NO DATA",NA,"NO CRISIS","Low",0,0,0
"65","Canada","CAN",75.3,0,0.463858661836217,4.04846561255541,-50.4970477138532,-25.1882270551015,0,0,10.746,0.174,0.42984,0.348000000000001,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"18.5","Low","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.4 %","High","9.6 %","Medium","1.7 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.2","Low","0.7","Low","2.3","Medium","NO DATA",NA,"NO CRISIS","Low",0,0,0
"66","Canada","CAN",75.3,0,0.463858661836217,4.04846561255541,-50.4970477138532,-25.1882270551015,0,0,10.746,0.174,0.42984,0.348000000000001,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"18.5","Low","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.4 %","High","9.6 %","Medium","1.7 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.2","Low","0.7","Low","2.3","Medium","NO DATA",NA,"NO CRISIS","Low",0,0,0
"67","Canada","CAN",75.3,0,0.463858661836217,4.04846561255541,-50.4970477138532,-25.1882270551015,0,0,10.746,0.174,0.42984,0.348000000000001,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"18.5","Low","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.4 %","High","9.6 %","Medium","1.7 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.2","Low","0.7","Low","2.3","Medium","NO DATA",NA,"NO CRISIS","Low",0,0,0
"68","Canada","CAN",75.3,0,0.463858661836217,4.04846561255541,-50.4970477138532,-25.1882270551015,0,0,10.746,0.174,0.42984,0.348000000000001,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"18.5","Low","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.4 %","High","9.6 %","Medium","1.7 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.2","Low","0.7","Low","2.3","Medium","NO DATA",NA,"NO CRISIS","Low",0,0,0
"69","Canada","CAN",75.3,0,0.463858661836217,4.04846561255541,-50.4970477138532,-25.1882270551015,0,0,10.746,0.174,0.42984,0.348000000000001,20210722,NA,66.67,NA,62.5,NA,67.26,NA,NA,2.05076923076923,3.75,2,NA,"18.5","Low","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.4 %","High","9.6 %","Medium","1.7 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.2","Low","0.7","Low","2.3","Medium","NO DATA",NA,"NO CRISIS","Low",0,0,0
"70","Switzerland","CHE",67,0.600000000000001,0.469475243909889,4.13235807275604,-123.908623812516,209.992269940856,0,10,70.004,-0.116,2.80016,0,20210722,NA,54.48,NA,37.5,NA,56.9,NA,NA,3.92615384615385,6.25,1.9,NA,"34.8","Medium","80","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","0","High","-3.0 %","High","3.1 %","Low","-0.7 %","Medium","Academic break","Low","NO DATA",NA,"-25.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"2.2","Medium","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",0,0,0
"71","Chile","CHL",58.3,2.34,0.674797027934152,7.19916086645507,-31.195049133547,-47.5000334346604,0,0,80.141,4.2,3.20564,8.4,20210722,NA,87.55,NA,100,NA,85.77,NA,NA,0,0,3,NA,"201.3","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","-5.8 %","High","9.0 %","Medium","3.1 %","Medium","Academic break","Low","NO DATA",NA,"-6.25%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-30.77%","Low","2.4","Medium","0.0","Low","0.3","Low","NO DATA",NA,"NO CRISIS","Low",2.5,0,0
"72","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.027,0,0.00107999999999997,0,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","79.17%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"73","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.027,0,0.00107999999999997,0,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","79.17%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"74","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.027,0,0.00107999999999997,0,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","79.17%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"75","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.027,0,0.00107999999999997,0,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","79.17%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"76","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.027,0,0.00107999999999997,0,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","79.17%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"77","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.027,0,0.00107999999999997,0,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","79.17%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"78","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.027,0,0.00107999999999997,0,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","79.17%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"79","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.027,0,0.00107999999999997,0,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","79.17%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"80","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.027,0,0.00107999999999997,0,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","79.17%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"81","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.027,0,0.00107999999999997,0,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","79.17%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"82","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.027,0,0.00107999999999997,0,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","79.17%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"83","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.027,0,0.00107999999999997,0,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","79.17%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"84","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.027,0,0.00107999999999997,0,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","79.17%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"85","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.027,0,0.00107999999999997,0,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","79.17%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"86","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.027,0,0.00107999999999997,0,20210722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-38.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","79.17%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
